{'topK': 382, 'alpha': 0.315418337663744, 'beta': 0.2785078064899183}
best -> 0.4245655033035255
topK,alpha,beta,result
381.0,0.311366494198899,0.2790817598315901,0.42428487533138687
382.0,0.3129197304644669,0.2770381888785953,0.42446614068515287
382.0,0.3135772636708205,0.2766859865693991,0.4242294489091258
385.0,0.31237275335573494,0.28209753447681296,0.4240765642489386
382.0,0.3134676056587207,0.2753487926792396,0.4238767820530625
380.0,0.3152276677233966,0.2777472339819571,0.4242609954061637
377.0,0.31083578227982117,0.28029840627247665,0.42425327495927834
379.0,0.3099167658727033,0.27891286441909785,0.42407684766030296
381.0,0.31198903055571175,0.283080223048689,0.4239602377906719
383.0,0.317609021395055,0.2766019032919821,0.42426877380159506
379.0,0.3138858396540923,0.2801602085653452,0.42417892761176695
377.0,0.31102834965247667,0.2785140199931223,0.4238391541621518
384.0,0.30900995863765574,0.2748438167551148,0.4240070585355687
381.0,0.3125104880302584,0.2812837076954257,0.4242659830531495
379.0,0.3103996465421478,0.2847417896805118,0.4238215117045096
383.0,0.31630532687916085,0.27747472845205423,0.424411419458458
385.0,0.3169323022178727,0.27669331002279524,0.42423279954422044
382.0,0.315418337663744,0.2785078064899183,0.4245655033035255
382.0,0.3160848767724031,0.27758367011683227,0.4243049232234805
383.0,0.3184706485796387,0.273978042170016,0.42389503442585674
382.0,0.3154123665165486,0.2771875293058762,0.4242822870369584
386.0,0.31635440603446696,0.28087029675058534,0.42381478635185277
384.0,0.314460402043312,0.2756354757481753,0.42405671611068624
382.0,0.31913016913445896,0.2780891803678074,0.42424922524485464
380.0,0.3158569541932323,0.27988433428103426,0.4243896167396909
380.0,0.31452991980136524,0.2829897176684365,0.4240288479771451
378.0,0.3177085665460398,0.27983696640179656,0.42389932878497677
381.0,0.3159974535079405,0.2771614136232748,0.4242032508021244
383.0,0.31653113073319933,0.28027742184280424,0.4244506944222383
384.0,0.31970055270926756,0.28182896402858304,0.4239418099934737
380.0,0.31686755024587215,0.2800130547768306,0.42435758244222627
383.0,0.3173704664347246,0.28323214235864574,0.4238418059828069
380.0,0.3151945342586477,0.2808400615336556,0.42434859361744
377.0,0.31864840387143273,0.2810980098408935,0.4240361859920442
380.0,0.3153529384996572,0.30077763034744887,0.42384613294060514
378.0,0.3169856458052671,0.2749953075668084,0.4240836279693709
380.0,0.31436538567426436,0.335784578205961,0.42215808526971377
382.0,0.3135339138674613,0.27933939573270233,0.42439015192941
381.0,0.31522304611984703,0.27872895783027196,0.4243797506232664
381.0,0.31362842083230974,0.27878553624333996,0.4243103846368975
379.0,0.31465148583568564,0.2821207877266865,0.42411875447961694
383.0,0.3161164386774669,0.28499523472520655,0.42360694686609573
381.0,0.313296866533279,0.280432161631507,0.42447594198518235
385.0,0.3149156454883362,0.2806725186546709,0.4241343300777506
379.0,0.31671010777842123,0.2792862462280765,0.4240055598653205
383.0,0.31328042754383617,0.2833143311834618,0.4239818170431132
381.0,0.3135535349216008,0.28073568993478903,0.42434643072085737
381.0,0.3136705154753605,0.28098588269680225,0.42436900509730346
380.0,0.3156063543112594,0.30395380546411865,0.4238834793753994
378.0,0.3131883662869249,0.28170510440356766,0.42415909536592766
382.0,0.3149478714652164,0.25410259551456593,0.4234067543695991
380.0,0.31148587962822866,0.3103868876605052,0.42313374608910437
384.0,0.31761049040053413,0.2785687974322136,0.42417807631221366
382.0,0.3139219899306829,0.2803218019733296,0.42426453858852325
378.0,0.3128029589952809,0.28444007641453,0.42394015656234313
381.0,0.31613416892307306,0.29112204662986607,0.42411241214822093
