SLIMElasticNet senza nessun preprocessing sulla URM
topK[0, 1e4], l1[1e-5, 1], alpha[0.0001, 1]
best: accuracy: 0.09363291936857814, topK:5073, l1_ratio:0.057231532393253626, alpha:0.002006134989647858
trialid,accuracy,topK,l1_ratio,alpha
82,0.06601620854416025,6592,0.06431290981567447,0.025233977590989016
83,0.0807708625351223,6237,0.022386417862157892,0.0002816988340307359
84,0.03277737589270962,6951,0.18254267856379142,0.05391899065960617
85,0.030789502139422553,4136,0.10611985782415129,0.10323444253072327
86,0.050970140596813304,9051,0.048607586128787385,0.08101064105229348
87,0.05779069322417629,3698,0.13704217280242054,0.02127880357715753
88,0.032425384292649524,4962,0.2089855559221595,0.04818523502229348
89,0.0016598418478387766,2914,0.28332634183922345,0.13622064656751692
90,0.04573104258622714,7812,0.08161417020119517,0.06407233501168857
91,0.08794954118334805,5804,0.1141656521103781,0.0032442018615965367
92,0.05934401869076836,6138,0.1283363627237763,0.02046972308101077
93,0.08441593180645635,4499,0.1675621315875388,0.00019201087837335436
94,0.06675584604676467,5356,0.024612968986838984,0.05265776696505097
95,0.07022628825139246,6505,0.06023319359126573,0.020631233243625192
96,0.03645985823846332,6860,0.09172326938795844,0.08500388705390025
97,0.026978784550858753,5577,0.11656632174602981,0.11541308640866067
98,0.07148362453622965,3495,0.01853045538280383,0.04391979660526926
99,0.0454484942988667,5876,0.22948371953755362,0.023640599890752297
